frame_id,light_x_cam_m,light_y_cam_m,light_z_cam_m,x_m,y_m,original_depth_valid
289,8.379595184326172,0.6859235763549804,3.307233254114787,-7.42276376340443,3.948504111492361,1
290,8.354001808166505,0.6890849192937215,3.298313013712565,-7.3980110670431225,3.941270923034185,1
291,8.332406806945801,0.6916785558064779,3.289981746673584,-7.377154644356213,3.935099970045591,1
292,8.312708727518716,0.6944120605786641,3.282935428619385,-7.357984643574662,3.9298087082404387,1
293,8.29447758992513,0.6963530540466308,3.2750620841979985,-7.340475503976185,3.924370706390495,1
294,8.28272164662679,0.6970720489819844,3.266709852218628,-7.329396061224637,3.920375070663101,1
295,8.271963119506834,0.6992169896761575,3.2669972737630215,-7.318667745006958,3.9180838029995986,1
296,8.260800870259601,0.7010239839553832,3.2605896472930915,-7.30770255872443,3.915322331223175,1
297,8.251749865214027,0.7028309782346089,3.2576410134633385,-7.298675985802842,3.913396999576051,1
298,8.239330609639483,0.7043700456619263,3.252654075622559,-7.28666268539568,3.9098916820584853,1
